"StockCode";"CUST_COUNT";"TOTALPRODREVENUE";"NO_OF_SALES";"AVG_REVENUE"
"23629";"1";"59.76";"10";"5.976000"
"23630";"2";"2.49";"3";"0.830000"
"23632";"1";"31.20";"10";"3.120000"
"23633";"1";"7.47";"3";"2.490000"
"23634";"1";"14.55";"5";"2.910000"
"23635";"1";"12.48";"3";"4.160000"
"23636";"1";"26.19";"7";"3.741429"
"23637";"1";"27.39";"9";"3.043333"
"23638";"1";"5.82";"2";"2.910000"
"23639";"1";"13.32";"4";"3.330000"
"23640";"1";"22.41";"8";"2.801250"
"23643";"1";"3.33";"1";"3.330000"
"23644";"1";"16.65";"5";"3.330000"
"23645";"1";"22.41";"4";"5.602500"
"23646";"1";"19.92";"5";"3.984000"
"23649";"1";"4.98";"2";"2.490000"
"23650";"1";"9.96";"4";"2.490000"
"23652";"1";"5.82";"1";"5.820000"
"23654";"1";"12.45";"4";"3.112500"
"23660";"28";"468.66";"40";"11.716500"
"23661";"23";"360.59";"33";"10.926970"
"23664";"1";"1.65";"1";"1.650000"
"23681";"99";"2038.69";"125";"16.309520"
"23691";"35";"471.00";"37";"12.729730"
"23692";"1";"10.50";"1";"10.500000"
"23694";"24";"165.08";"41";"4.026341"
"23695";"39";"308.20";"54";"5.707407"
"23697";"24";"179.46";"32";"5.608125"
"23702";"3";"12.99";"3";"4.330000"
"23843";"1";"0.00";"2";"0.000000"
"35001G";"22";"595.07";"28";"21.252500"
"35001W";"6";"266.53";"7";"38.075714"
"35004B";"32";"2707.37";"111";"24.390721"
"35004C";"28";"1684.80";"41";"41.092683"
"35004G";"17";"374.55";"19";"19.713158"
"35004P";"2";"5.45";"2";"2.725000"
"35015";"1";"0.00";"1";"0.000000"
"35095A";"29";"378.49";"99";"3.823131"
"35095B";"37";"352.25";"98";"3.594388"
"35241";"21";"309.33";"37";"8.360270"
"35265";"12";"52.20";"12";"4.350000"
"35271S";"3";"3.61";"3";"1.203333"
"35400";"13";"-27.80";"9";"-3.088889"
"35443";"5";"4.25";"5";"0.850000"
"35471D";"109";"897.83";"215";"4.175953"
"35591T";"5";"6.25";"5";"1.250000"
"35592T";"1";"0.00";"1";"0.000000"
"35594";"1";"0.00";"1";"0.000000"
"35597A";"2";"1.25";"2";"0.625000"
"35597B";"1";"1.25";"1";"1.250000"
"35597D";"3";"17.48";"4";"4.370000"
"35598A";"3";"26.55";"3";"8.850000"
"35598B";"17";"358.64";"21";"17.078095"
"35598C";"3";"5.90";"3";"1.966667"
"35598D";"21";"429.96";"39";"11.024615"
"35599B";"16";"365.25";"22";"16.602273"
"35599D";"14";"430.07";"30";"14.335667"
"35600A";"1";"0.00";"1";"0.000000"
"35603B";"1";"0.00";"1";"0.000000"
"35607A";"2";"7.82";"3";"2.606667"
"35607B";"8";"18.24";"8";"2.280000"
"35609A";"1";"2.51";"2";"1.255000"
"35610A";"2";"15.02";"4";"3.755000"
"35610B";"2";"30.00";"2";"15.000000"
"35610C";"2";"32.51";"3";"10.836667"
"35611B";"1";"0.00";"1";"0.000000"
"35637A";"22";"368.56";"26";"14.175385"
"35637C";"7";"70.88";"8";"8.860000"
"35638A";"5";"82.10";"5";"16.420000"
"35638B";"5";"119.19";"5";"23.838000"
"35644";"1";"0.00";"1";"0.000000"
"35645";"2";"4.25";"3";"1.416667"
"35646";"31";"876.00";"91";"9.626374"
"35647";"2";"16.25";"2";"8.125000"
"35648";"40";"1027.65";"130";"7.905000"
"35649";"5";"153.50";"35";"4.385714"
"35650";"2";"4.95";"2";"2.475000"
"35651";"28";"914.16";"57";"16.037895"
"35653";"11";"427.29";"53";"8.062075"
"35809A";"29";"398.63";"61";"6.534918"
"35809B";"4";"9.18";"5";"1.836000"
"35810A";"31";"408.90";"56";"7.301786"
"35810B";"13";"87.32";"22";"3.969091"
"35815P";"5";"45.04";"7";"6.434286"
"35816P";"2";"29.64";"2";"14.820000"
"35817P";"3";"19.86";"3";"6.620000"
"35818B";"4";"11.78";"5";"2.356000"
"35818P";"15";"88.73";"17";"5.219412"
"35819B";"19";"88.57";"25";"3.542800"
"35819P";"7";"61.99";"7";"8.855714"
"35823P";"1";"0.00";"1";"0.000000"
"35824B";"1";"0.00";"1";"0.000000"
"35832";"1";"-2.95";"1";"-2.950000"
"35833G";"1";"6.72";"2";"3.360000"
"35833P";"9";"89.72";"23";"3.900870"
"35909A";"3";"23.60";"3";"7.866667"
"35909B";"2";"23.60";"2";"11.800000"
"35910A";"3";"27.30";"3";"9.100000"
"35910B";"2";"13.65";"2";"6.825000"
"35911A";"21";"259.77";"67";"3.877164"
"35911B";"5";"100.76";"15";"6.717333"
"35912B";"12";"117.37";"15";"7.824667"
"35913B";"8";"26.13";"9";"2.903333"
"35914";"16";"184.26";"41";"4.494146"
"35915B";"13";"237.42";"48";"4.946250"
"35915C";"8";"306.56";"61";"5.025574"
"35916A";"4";"67.39";"30";"2.246333"
"35916B";"2";"76.68";"33";"2.323636"
"35916C";"5";"97.52";"20";"4.876000"
"35920";"12";"104.84";"16";"6.552500"
"35921";"11";"131.98";"24";"5.499167"
"35922";"9";"89.10";"9";"9.900000"
"35923";"28";"434.53";"60";"7.242167"
"35924";"23";"1026.51";"70";"14.664429"
"35933";"13";"72.07";"18";"4.003889"
"35951";"1";"0.00";"1";"0.000000"
"35953";"73";"1429.52";"122";"11.717377"
"35954";"30";"350.48";"57";"6.148772"
"35957";"7";"343.57";"42";"8.180238"
"35958";"3";"8.50";"4";"2.125000"
"35961";"111";"1655.02";"231";"7.164589"
"35964";"33";"349.09";"97";"3.598866"
"35965";"21";"501.41";"81";"6.190247"
"35966";"3";"10.26";"5";"2.052000"
"35967";"24";"234.09";"64";"3.657656"
"35968";"13";"71.08";"18";"3.948889"
"35969";"1";"0.00";"1";"0.000000"
"35970";"251";"8515.40";"430";"19.803256"
"35971";"40";"579.68";"89";"6.513258"
"35972";"15";"120.00";"18";"6.666667"
"35991";"1";"0.00";"1";"0.000000"
"37327";"37";"832.77";"87";"9.572069"
"37330";"1";"2.34";"1";"2.340000"
"37333";"10";"116.19";"20";"5.809500"
"37340";"57";"1638.53";"134";"12.227836"
"37342";"47";"1350.90";"107";"12.625234"
"37343";"8";"113.40";"13";"8.723077"
"37351";"2";"9.06";"2";"4.530000"
"37370";"69";"2707.41";"158";"17.135506"
"37379A";"2";"7.50";"2";"3.750000"
"37413";"52";"282.15";"81";"3.483333"
"37423";"4";"33.18";"4";"8.295000"
"37424";"1";"0.00";"1";"0.000000"
"37444A";"10";"67.13";"21";"3.196667"
"37444B";"3";"11.80";"5";"2.360000"
"37444C";"5";"19.45";"9";"2.161111"
"37446";"83";"1697.29";"168";"10.102917"
"37447";"39";"913.91";"95";"9.620105"
"37448";"64";"1511.09";"160";"9.444313"
"37449";"95";"3951.56";"134";"29.489254"
"37450";"38";"1540.14";"115";"13.392522"
"37461";"2";"1.25";"3";"0.416667"
"37462E";"5";"13.10";"12";"1.091667"
"37464";"3";"3.75";"4";"0.937500"
"37467";"10";"120.91";"18";"6.717222"
"37468";"12";"32.42";"15";"2.161333"
"37471";"2";"30.43";"4";"7.607500"
"37474";"1";"9.95";"3";"3.316667"
"37475";"23";"439.05";"36";"12.195833"
"37476";"9";"309.90";"27";"11.477778"
"37477B";"1";"0.00";"1";"0.000000"
"37477C";"1";"0.00";"1";"0.000000"
"37477D";"1";"0.00";"1";"0.000000"
"37479B";"17";"78.09";"24";"3.253750"
"37479P";"14";"123.57";"32";"3.861563"
"37482P";"30";"317.76";"47";"6.760851"
"37487B";"3";"19.72";"3";"6.573333"
"37488A";"4";"10.92";"4";"2.730000"
"37489A";"15";"14.43";"15";"0.962000"
"37489B";"12";"16.77";"12";"1.397500"
"37489C";"8";"13.65";"8";"1.706250"
"37489D";"16";"17.16";"16";"1.072500"
"37491A";"1";"19.81";"4";"4.952500"
"37491B";"1";"6.60";"1";"6.600000"
"37491C";"1";"13.20";"1";"13.200000"
"37491D";"2";"9.88";"2";"4.940000"
"37495";"47";"678.59";"60";"11.309833"
"37500";"43";"1487.67";"100";"14.876700"
"37501";"19";"487.90";"41";"11.900000"
"37503";"1";"-9.99";"1";"-9.990000"
"37509";"3";"5.10";"4";"1.275000"
"40001";"21";"631.62";"55";"11.484000"
"40003";"11";"179.23";"16";"11.201875"
"40005B";"4";"10.20";"4";"2.550000"
"40016";"53";"2116.18";"98";"21.593673"
"40018F";"1";"0.00";"1";"0.000000"
"40046A";"6";"32.50";"6";"5.416667"
"44089A";"4";"6.30";"4";"1.575000"
"44089C";"6";"10.08";"6";"1.680000"
"44091A";"4";"3.78";"5";"0.756000"
"44092B";"4";"11.90";"5";"2.380000"
"44092C";"6";"18.70";"8";"2.337500"
"44228";"2";"30.60";"2";"15.300000"
"44234";"18";"155.40";"34";"4.570588"
"44235";"11";"200.46";"13";"15.420000"
"44236";"7";"56.52";"8";"7.065000"
"44242A";"1";"9.48";"1";"9.480000"
"44242B";"1";"15.80";"1";"15.800000"
"44265";"2";"8.50";"3";"2.833333"
"45013";"2";"8.85";"2";"4.425000"
"46000M";"89";"1508.15";"140";"10.772500"
"46000P";"6";"76.50";"6";"12.750000"
"46000R";"23";"149.35";"38";"3.930263"
"46000S";"120";"2070.60";"183";"11.314754"
"46000U";"15";"128.75";"25";"5.150000"
"46037A";"1";"0.00";"1";"0.000000"
"46115B";"2";"2.28";"3";"0.760000"
"46118";"13";"317.17";"46";"6.895000"
"46126A";"6";"69.84";"9";"7.760000"
"46138B";"8";"32.10";"13";"2.469231"
"46775D";"11";"518.43";"40";"12.960750"
"46776A";"7";"672.60";"71";"9.473239"
"46776B";"7";"683.80";"89";"7.683146"
"46776C";"7";"492.79";"59";"8.352373"
"46776D";"4";"378.29";"37";"10.224054"
"46776E";"6";"292.56";"39";"7.501538"
"46776F";"7";"912.03";"90";"10.133667"
"47013A";"5";"3.04";"5";"0.608000"
"47013C";"8";"11.53";"14";"0.823571"
"47016";"1";"4.20";"1";"4.200000"
"47021G";"12";"277.32";"27";"10.271111"
"47310M";"22";"547.95";"119";"4.604622"
"47341A";"4";"11.25";"5";"2.250000"
"47341B";"10";"41.25";"10";"4.125000"
"47343A";"12";"134.38";"13";"10.336923"
"47344B";"6";"33.70";"6";"5.616667"
"47348A";"9";"38.22";"13";"2.940000"
"47351B";"6";"94.40";"9";"10.488889"
"47367B";"8";"245.47";"39";"6.294103"
"47369A";"7";"75.49";"19";"3.973158"
"47369B";"4";"97.13";"22";"4.415000"
"47420";"11";"38.38";"13";"2.952308"
"47421";"14";"354.78";"51";"6.956471"
"47422";"16";"210.48";"43";"4.894884"
"47469";"11";"225.61";"13";"17.354615"
"47471";"20";"191.18";"39";"4.902051"
"47480";"28";"1237.87";"84";"14.736548"
"47481";"16";"172.64";"23";"7.506087"
"47502";"1";"0.00";"1";"0.000000"
"47503A";"112";"1091.71";"151";"7.229868"
"47503H";"31";"112.81";"39";"2.892564"
"47503J";"2";"23.85";"2";"11.925000"
"47504H";"64";"793.78";"111";"7.151171"
"47504K";"134";"1901.83";"207";"9.187585"
"47518F";"16";"122.85";"29";"4.236207"
"47556B";"2";"6045.00";"4";"1511.250000"
"47559B";"130";"2363.30";"275";"8.593818"
"47563A";"32";"546.51";"105";"5.204857"
"47563B";"1";"0.00";"1";"0.000000"
"47566";"660";"90292.13";"1595";"56.609486"
"47566B";"181";"8407.37";"454";"18.518436"
"47567B";"69";"2783.91";"113";"24.636372"
"47570B";"20";"1557.75";"31";"50.250000"
"47574A";"35";"652.70";"112";"5.827679"
"47574B";"3";"17.00";"3";"5.666667"
"47578A";"24";"177.03";"42";"4.215000"
"47579";"2";"2.10";"2";"1.050000"
"47580";"47";"956.07";"102";"9.373235"
"47585A";"18";"979.26";"75";"13.056800"
"47586A";"7";"53.55";"8";"6.693750"
"47589";"4";"70.85";"5";"14.170000"
"47590A";"195";"8423.46";"338";"24.921479"
"47590B";"209";"9810.12";"357";"27.479328"
"47591A";"1";"0.00";"1";"0.000000"
"47591B";"10";"348.92";"60";"5.815333"
"47591D";"228";"5803.84";"455";"12.755692"
"47593A";"11";"14.37";"14";"1.026429"
"47593B";"60";"651.59";"235";"2.772723"
"47594A";"27";"178.39";"49";"3.640612"
"47594B";"22";"211.20";"51";"4.141176"
"47599A";"87";"3910.40";"145";"26.968276"
"47599B";"60";"2463.22";"104";"23.684808"
"48111";"104";"7104.02";"225";"31.573422"
"48116";"82";"8481.76";"195";"43.496205"
"48129";"115";"4641.58";"183";"25.363825"
"48138";"295";"23420.17";"581";"40.310103"
"48173C";"102";"9918.98";"192";"51.661354"
"48184";"203";"12461.78";"376";"33.143032"
"48185";"127";"17712.58";"337";"52.559585"
"48187";"301";"22589.44";"563";"40.123339"
"48188";"150";"11085.03";"258";"42.965233"
"48189";"1";"269.73";"19";"14.196316"
"48194";"273";"20570.88";"565";"36.408637"
"51008";"17";"1673.30";"23";"72.752174"
"51014A";"97";"1622.90";"225";"7.212889"
"51014C";"65";"1142.98";"166";"6.885422"
"51014L";"64";"812.34";"134";"6.062239"
"51020A";"17";"115.75";"20";"5.787500"
"51020B";"14";"70.28";"17";"4.134118"
"62018";"37";"5681.75";"58";"97.961207"
"62043B";"6";"13.28";"8";"1.660000"
"62074B";"4";"6.72";"4";"1.680000"
"62086A";"14";"171.60";"14";"12.257143"
"62094B";"2";"32.61";"7";"4.658571"
"62095B";"1";"0.00";"1";"0.000000"
"62096A";"8";"132.50";"9";"14.722222"
"62096B";"2";"2.50";"3";"0.833333"
"62097B";"3";"7.47";"4";"1.867500"
"70006";"68";"1730.33";"114";"15.178333"
"70007";"44";"915.11";"104";"8.799135"
"71038";"35";"1217.70";"50";"24.354000"
"71050";"5";"11.55";"6";"1.925000"
"71053";"146";"8054.55";"322";"25.014130"
"71101E";"15";"235.44";"20";"11.772000"
"71143";"2";"196.36";"39";"5.034872"
"71215";"2";"4.62";"2";"2.310000"
"71270";"16";"248.73";"46";"5.407174"
"71279";"19";"496.42";"37";"13.416757"
"71403";"11";"216.11";"31";"6.971290"
"71406C";"12";"49.56";"19";"2.608421"
"71459";"218";"10051.01";"420";"23.930976"
"71477";"157";"17003.59";"313";"54.324569"
"71495A";"3";"40.38";"8";"5.047500"
"71495B";"4";"56.01";"7";"8.001429"
"71496A";"4";"47.72";"10";"4.772000"
"71496B";"4";"7.37";"4";"1.842500"
"71510";"5";"36.52";"8";"4.565000"
"72024U";"3";"15.12";"3";"5.040000"
"72038P";"1";"0.00";"1";"0.000000"
"72051S";"6";"89.95";"15";"5.996667"
"72122";"38";"313.94";"59";"5.321017"
"72127";"26";"210.61";"32";"6.581563"
"72128";"28";"131.65";"34";"3.872059"
"72130";"21";"133.34";"27";"4.938519"
"72131";"13";"234.45";"17";"13.791176"
"72132";"8";"50.70";"11";"4.609091"
"72133";"12";"63.51";"16";"3.969375"
"72134";"6";"56.92";"10";"5.692000"
"72140E";"7";"20.40";"8";"2.550000"
"72140F";"1";"0.00";"1";"0.000000"
"72225C";"10";"102.96";"13";"7.920000"
"72232";"44";"557.27";"61";"9.135574"
"72349B";"50";"2136.80";"194";"11.014433"
"72351A";"77";"2514.82";"163";"15.428344"
"72351B";"87";"3946.95";"185";"21.334865"
"72369A";"4";"39.92";"5";"7.984000"
"72586";"33";"256.09";"79";"3.241646"
"72598";"37";"544.69";"90";"6.052111"
"72709";"5";"37.40";"8";"4.675000"
"72732";"1";"0.00";"1";"0.000000"
"72741";"177";"7591.15";"268";"28.325187"
"72759";"1";"0.00";"1";"0.000000"
"72760B";"98";"3408.22";"141";"24.171773"
"72780";"16";"75.65";"17";"4.450000"
"72781";"1";"0.00";"1";"0.000000"
"72783";"1";"8.40";"1";"8.400000"
"72789";"1";"0.00";"1";"0.000000"
"72793";"1";"0.00";"1";"0.000000"
"72798C";"4";"11.55";"4";"2.887500"
"72799C";"18";"129.47";"19";"6.814211"
"72799E";"43";"821.96";"74";"11.107568"
"72799F";"19";"370.98";"31";"11.967097"
"72800B";"31";"275.50";"37";"7.445946"
"72800C";"24";"188.32";"31";"6.074839"
"72800D";"21";"229.22";"33";"6.946061"
"72800E";"59";"1097.61";"131";"8.378702"
"72800F";"1";"0.00";"1";"0.000000"
"72801c";"13";"261.59";"44";"5.945227"
"72801D";"10";"282.91";"61";"4.637869"
"72801G";"10";"72.46";"14";"5.175714"
"72802A";"41";"1243.74";"65";"19.134462"
"72802B";"53";"1160.66";"79";"14.691899"
"72802C";"62";"1950.34";"106";"18.399434"
"72803A";"29";"692.72";"42";"16.493333"
"72803b";"1";"8.47";"2";"4.235000"
"72807A";"49";"1788.64";"111";"16.113874"
"72807B";"54";"1727.87";"110";"15.707909"
"72807C";"78";"2457.30";"155";"15.853548"
"72811";"7";"78.93";"8";"9.866250"
"72812";"3";"103.46";"10";"10.346000"
"72814";"1";"0.00";"1";"0.000000"
"72815";"2";"15.97";"3";"5.323333"
"72816";"25";"927.07";"67";"13.836866"
"72817";"69";"1035.59";"155";"6.681226"
"72818";"50";"761.62";"76";"10.021316"
"72819";"26";"415.32";"38";"10.929474"
"72821";"5";"18.15";"5";"3.630000"
"75011";"8";"129.28";"11";"11.752727"
"75013B";"6";"31.35";"6";"5.225000"
"75049L";"72";"6623.78";"206";"32.154272"
"75131";"14";"529.21";"16";"33.075625"
"75172";"9";"85.31";"9";"9.478889"
"75178";"7";"218.87";"13";"16.836154"
"77079";"2";"2.12";"2";"1.060000"
"77081";"1";"0.00";"1";"0.000000"
"77101A";"17";"428.19";"24";"17.841250"
"78027";"1";"0.00";"1";"0.000000"
"78033";"6";"167.45";"8";"20.931250"
"78034B";"6";"15.60";"6";"2.600000"
"78124";"16";"241.25";"17";"14.191176"
"79000";"64";"3259.49";"121";"26.937934"
"79026B";"8";"10.61";"10";"1.061000"
"79030D";"24";"313.68";"46";"6.819130"
"79030G";"40";"648.93";"63";"10.300476"
"79051A";"29";"233.43";"37";"6.308919"
"79062D";"5";"19.40";"5";"3.880000"
"79063C";"13";"43.46";"14";"3.104286"
"79063D";"10";"35.33";"12";"2.944167"
"79066K";"67";"678.86";"153";"4.436993"
"79067";"16";"572.19";"39";"14.671538"
"79071B";"11";"59.00";"12";"4.916667"
"79144B";"14";"101.13";"52";"1.944808"
"79144C";"6";"98.54";"51";"1.932157"
"79149B";"8";"7.56";"8";"0.945000"
"79151B";"2";"4.62";"2";"2.310000"
"79157B";"2";"3.40";"2";"1.700000"
"79157V";"3";"4.25";"3";"1.416667"
"79160";"31";"785.33";"50";"15.706600"
"79161A";"3";"5.90";"4";"1.475000"
"79163";"26";"621.39";"40";"15.534750"
"79164";"13";"695.01";"25";"27.800400"
"79172D";"1";"0.00";"1";"0.000000"
"79190A";"21";"140.30";"58";"2.418966"
"79190B";"21";"243.84";"51";"4.781176"
"79190D";"15";"114.38";"45";"2.541778"
"79191B";"18";"55.85";"23";"2.428261"
"79191C";"36";"384.36";"42";"9.151429"
"79191D";"8";"27.41";"17";"1.612353"
"79192A";"3";"3.75";"3";"1.250000"
"79302M";"24";"999.19";"60";"16.653167"
"79320";"1";"-4.95";"1";"-4.950000"
"79321";"201";"51582.79";"657";"78.512618"
"79323B";"3";"0.00";"3";"0.000000"
"79323G";"1";"0.00";"2";"0.000000"
"79323L";"1";"0.00";"1";"0.000000"
"79323P";"2";"-27.00";"3";"-9.000000"
"79323S";"1";"0.00";"1";"0.000000"
"79323W";"2";"-54.00";"2";"-27.000000"
"79329";"3";"12.18";"3";"4.060000"
"79331";"4";"17.50";"4";"4.375000"
"79336";"3";"13.68";"5";"2.736000"
"79337";"9";"247.78";"12";"20.648333"
"79341";"1";"0.00";"1";"0.000000"
"79342B";"1";"0.00";"1";"0.000000"
"79403";"9";"75.32";"14";"5.380000"
"79406";"7";"34.12";"8";"4.265000"
"81950B";"8";"28.13";"8";"3.516250"
"81950V";"7";"8.89";"7";"1.270000"
"81952B";"10";"38.00";"10";"3.800000"
"81952V";"21";"67.83";"23";"2.949130"
"81953B";"3";"2.09";"4";"0.522500"
"81953P";"3";"5.32";"4";"1.330000"
"82001S";"48";"6604.80";"153";"43.168627"
"82011A";"9";"67.50";"12";"5.625000"
"82011B";"11";"139.35";"20";"6.967500"
"82011C";"17";"172.05";"20";"8.602500"
"82095";"5";"356.11";"31";"11.487419"
"82482";"397";"22015.21";"1077";"20.441235"
"82483";"238";"13707.21";"538";"25.478086"
"82484";"272";"34380.41";"655";"52.489176"
"82486";"230";"16967.70";"586";"28.955119"
"82494L";"379";"20351.44";"948";"21.467764"
"82545A";"1";"0.00";"1";"0.000000"
"82551";"152";"4465.19";"348";"12.831006"
"82552";"178";"4550.13";"355";"12.817268"
"82567";"84";"1349.27";"289";"4.668754"
"82578";"140";"1179.35";"303";"3.892244"
"82580";"205";"2969.46";"618";"4.804951"
"82581";"167";"2042.43";"396";"5.157652"
"82582";"170";"8556.39";"429";"19.944965"
"82583";"201";"16071.20";"607";"26.476442"
"82599";"67";"1192.53";"143";"8.339371"
"82600";"209";"12109.18";"530";"22.847509"
"82605";"4";"29.40";"5";"5.880000"
"82613A";"14";"96.09";"20";"4.804500"
"82613B";"33";"439.43";"110";"3.994818"
"82613C";"31";"420.23";"98";"4.288061"
"82613D";"37";"455.09";"104";"4.375865"
"82615";"1";"91.80";"1";"91.800000"
"82616B";"36";"494.44";"74";"6.681622"
"82616C";"41";"497.69";"86";"5.787093"
"84006";"43";"746.70";"101";"7.393069"
"84007";"1";"0.00";"1";"0.000000"
"84012";"70";"870.89";"103";"8.455243"
"84016";"2";"12.16";"2";"6.080000"
"84029E";"218";"20991.45";"415";"50.581807"
"84029G";"203";"15779.79";"450";"35.066200"
"84030E";"183";"6504.31";"353";"18.425807"
"84031A";"33";"1830.30";"161";"11.368323"
"84031B";"28";"1376.86";"141";"9.764965"
"84032A";"75";"3166.68";"306";"10.348627"
"84032B";"107";"2240.89";"252";"8.892421"
"84033";"7";"37.95";"7";"5.421429"
"84050";"124";"4238.08";"236";"17.957966"
"84051";"23";"130.76";"23";"5.685217"
"84077";"286";"12055.96";"484";"24.909008"
"84078A";"72";"3396.60";"147";"23.106122"
"84086B";"3";"44.25";"8";"5.531250"
"84086C";"8";"492.47";"46";"10.705870"
"84192";"19";"143.75";"25";"5.750000"
"84199";"28";"28.35";"30";"0.945000"
"84201B";"2";"2.47";"2";"1.235000"
"84201C";"1";"0.95";"1";"0.950000"
"84206A";"3";"4.56";"3";"1.520000"
"84206B";"1";"0.95";"1";"0.950000"
"84206C";"2";"1.52";"2";"0.760000"
"84212";"66";"4236.47";"103";"41.130777"
"84218";"37";"121.71";"41";"2.968537"
"84226";"9";"14.45";"10";"1.445000"
"84227";"2";"0.42";"3";"0.140000"
"84228";"13";"44.41";"24";"1.850417"
"84231";"14";"72.63";"20";"3.631500"
"84247C";"1";"0.00";"1";"0.000000"
"84247E";"24";"325.09";"52";"6.251731"
"84247G";"16";"143.51";"29";"4.948621"
"84247K";"8";"35.40";"11";"3.218182"
"84247L";"5";"41.90";"16";"2.618750"
"84247N";"16";"64.90";"18";"3.605556"
"84249A";"12";"75.42";"28";"2.693571"
"84251B";"11";"63.94";"53";"1.206415"
"84251C";"2";"51.60";"39";"1.323077"
"84251F";"1";"0.00";"1";"0.000000"
"84251G";"13";"67.86";"50";"1.357200"
"84251J";"1";"0.00";"1";"0.000000"
"84270";"1";"3.57";"5";"0.714000"
"84279B";"38";"524.02";"60";"8.733667"
"84279P";"59";"989.92";"101";"9.801188"
"84306";"3";"86.30";"11";"7.845455"
"84313B";"7";"490.65";"40";"12.266250"
"84313C";"18";"1158.92";"46";"25.193913"
"84341B";"29";"244.82";"39";"6.277436"
"84347";"179";"25132.88";"429";"58.584802"
"84352";"16";"289.71";"24";"12.071250"
"84356";"28";"1529.34";"75";"20.391200"
"84358";"7";"297.73";"13";"22.902308"
"84360";"10";"424.22";"20";"21.211000"
"84375";"250";"7146.65";"451";"15.846231"
"84378";"342";"6757.36";"628";"10.760127"
"84380";"293";"6345.65";"635";"9.993150"
"84387A";"2";"21.45";"2";"10.725000"
"84388";"7";"13.14";"7";"1.877143"
"84402B";"3";"38.71";"3";"12.903333"
"84406B";"129";"5379.17";"272";"19.776360"
"84415A";"2";"7.50";"2";"3.750000"
"84415B";"2";"15.00";"4";"3.750000"
"84422";"9";"225.45";"17";"13.261765"
"84424A";"1";"0.00";"1";"0.000000"
"84429A";"12";"150.05";"19";"7.897368"
"84452";"14";"49.30";"17";"2.900000"
"84455";"1";"0.00";"1";"0.000000"
"84457";"21";"96.41";"25";"3.856400"
"84459A";"47";"641.56";"87";"7.374253"
"84459B";"53";"701.79";"91";"7.711978"
"84461";"10";"56.10";"11";"5.100000"
"84462";"6";"15.00";"6";"2.500000"
"84465";"8";"29.50";"8";"3.687500"
"84466";"9";"57.50";"11";"5.227273"
"84482";"1";"0.00";"1";"0.000000"
"84497";"8";"48.75";"8";"6.093750"
"84499";"3";"5.95";"4";"1.487500"
"84507B";"11";"118.73";"23";"5.162174"
"84507C";"12";"157.88";"30";"5.262667"
"84508A";"18";"3445.50";"38";"90.671053"
"84508B";"22";"145.35";"31";"4.688710"
"84508C";"14";"142.20";"25";"5.688000"
"84509a";"91";"3586.97";"280";"12.810607"
"84509B";"28";"558.34";"68";"8.210882"
"84509C";"17";"764.91";"74";"10.336622"
"84509E";"7";"168.45";"22";"7.656818"
"84509F";"1";"0.00";"1";"0.000000"
"84509G";"37";"792.91";"59";"13.439153"
"84510A";"93";"1497.30";"268";"5.586940"
"84510C";"26";"312.53";"77";"4.058831"
"84510E";"10";"50.75";"17";"2.985294"
"84519A";"42";"809.30";"84";"9.634524"
"84519B";"60";"678.30";"122";"5.559836"
"84520B";"48";"426.77";"77";"5.542468"
"84522";"7";"36.76";"13";"2.827692"
"84526";"1";"0.00";"1";"0.000000"
"84527";"7";"95.10";"8";"11.887500"
"84531A";"22";"64.99";"28";"2.321071"
"84531B";"20";"59.48";"24";"2.478333"
"84534B";"6";"54.04";"16";"3.377500"
"84535A";"20";"186.56";"24";"7.773333"
"84535B";"67";"650.65";"143";"4.550000"
"84536A";"129";"1301.68";"328";"3.968537"
"84536B";"68";"737.11";"171";"4.310585"
"84539";"2";"42.90";"3";"14.300000"
"84546";"1";"0.00";"1";"0.000000"
"84548";"4";"24.75";"6";"4.125000"
"84549";"3";"67.73";"6";"11.288333"
"84550";"1";"1.65";"1";"1.650000"
"84551";"2";"21.45";"2";"10.725000"
"84558A";"47";"594.87";"78";"7.626538"
"84559A";"32";"400.19";"111";"3.605315"
"84559B";"35";"230.97";"74";"3.121216"
"84559D";"1";"0.00";"1";"0.000000"
"84562A";"3";"23.85";"5";"4.770000"
"84563A";"9";"294.02";"33";"8.909697"
"84563B";"17";"302.70";"36";"8.408333"
"84568";"16";"2741.69";"144";"19.039514"
"84569A";"23";"294.59";"61";"4.829344"
"84569B";"8";"59.65";"17";"3.508824"
"84569C";"2";"1.25";"2";"0.625000"
"84569D";"29";"486.87";"95";"5.124947"
"84575A";"4";"33.35";"5";"6.670000"
"84576";"9";"148.32";"19";"7.806316"
"84580";"87";"1366.18";"157";"8.701783"
"84581";"56";"589.71";"83";"7.104940"
"84584";"16";"268.61";"29";"9.262414"
"84592";"14";"205.84";"20";"10.292000"
"84593";"2";"14.75";"2";"7.375000"
"84595E";"8";"131.59";"23";"5.721304"
"84596B";"180";"2475.11";"511";"4.843659"
"84596E";"33";"427.20";"86";"4.967442"
"84596f";"155";"1868.30";"431";"4.334803"
"84596G";"80";"917.06";"242";"3.789504"
"84596J";"21";"296.03";"69";"4.290290"
"84596L";"47";"608.74";"171";"3.559883"
"84597B";"4";"51.25";"7";"7.321429"
"84597C";"12";"57.50";"15";"3.833333"
"84598";"4";"425.08";"98";"4.337551"
